name.length,age,nationality,sex,school
25,21.46,Mexico,male,EMCS
29,22.74,Mexico,female,EMCS
18,22.37,Mexico,male,EMCS
26,22.49,Mexico,female,EMCS
19,22.31,Mexico,female,EMCS
29,22.14,Mexico,female,EMCS
18,22.17,Mexico,female,EMCS
29,23.51,Mexico,female,EMCS
17,23.02,Mexico,female,EMCS
23,22.86,Mexico,female,EMCS
26,22.95,South America,male,EMCS
21,21.98,Mexico,female,EMCS
19,23.92,Mexico,male,EMCS
27,22.79,Mexico,male,EMCS
25,23.41,Mexico,male,EMCS
20,23.55,Mexico,male,EMCS
23,23.14,Mexico,male,EMCS
23,22.29,Mexico,male,EMCS
22,23.61,Mexico,female,EMCS
24,24.09,Mexico,female,EMCS
17,22.31,Mexico,male,EMCS
33,24.77,Mexico,female,EMCS
20,25.22,Mexico,male,EMCS
26,23.19,Mexico,female,EMCS
20,23.21,Mexico,female,EMCS
28,23.05,Mexico,female,EMCS
23,23.18,Mexico,female,EMCS
19,23.74,Mexico,female,EMCS
28,23.55,Mexico,female,EMCS
23,23.46,Mexico,female,EMCS
26,23.49,Mexico,female,EMCS
19,23.10,Mexico,male,EMCS
24,22.81,Mexico,female,EMCS
24,22.58,Mexico,female,EMCS
24,23.12,Mexico,male,EMCS
25,23.27,Mexico,female,EMCS
20,22.80,Mexico,female,EMCS
18,22.15,Mexico,female,EMCS
19,23.90,Mexico,male,EMCS
28,22.75,Mexico,female,EMCS
29,23.83,Mexico,female,EMCS
19,23.31,Mexico,female,EMCS
25,23.45,Mexico,female,EMCS
20,23.17,Mexico,female,EMCS
24,22.38,Mexico,female,EMCS
28,23.44,Mexico,female,EMCS
27,22.16,Mexico,male,EMCS
24,22.57,Mexico,female,EMCS
25,23.52,Mexico,female,EMCS
22,23.08,Mexico,female,EMCS
23,22.89,Mexico,female,EMCS
18,23.19,Mexico,female,EMCS
22,22.70,Mexico,male,EMCS
20,22.85,Mexico,male,EMCS
16,24.95,Mexico,female,EMCS
17,23.62,Mexico,female,EMCS
33,23.86,Mexico,male,EMCS
28,24.15,Mexico,female,EMCS
24,23.03,Mexico,male,EMCS
28,22.43,Mexico,male,EMCS
21,22.77,Mexico,male,EMCS
23,23.82,Mexico,female,EMCS
17,22.52,Mexico,female,EMCS
32,23.93,Mexico,female,EMCS
19,22.54,Mexico,male,EMCS
26,22.98,Mexico,female,EMCS
27,22.32,Mexico,female,EMCS
27,23.29,Mexico,female,EMCS
24,22.87,Mexico,female,EMCS
29,22.49,Mexico,female,EMCS
30,21.56,South America,female,EMCS
25,22.58,South America,female,EMCS
26,23.17,South America,female,EMCS
22,22.99,Mexico,female,EMCS
26,22.32,Mexico,male,EMCS
23,22.63,Mexico,female,EMCS
26,22.98,Mexico,female,EMCS
25,23.23,Mexico,male,EMCS
16,23.43,Mexico,female,EMCS
22,22.76,Mexico,male,EMCS
23,21.09,Mexico,male,EAAD
20,20.18,Mexico,female,EN
26,22.41,Mexico,male,EIC
26,23.04,Mexico,male,EIC
28,22.37,Mexico,male,EIC
17,20.37,Mexico,male,EN
27,20.97,Mexico,male,EN
24,20.23,Mexico,female,EN
19,22.52,Mexico,female,EHE
22,22.20,Mexico,male,EHE
27,21.27,Mexico,male,EIC
27,21.23,Mexico,female,EIC
19,21.02,Mexico,male,EIC
26,23.39,Mexico,male,EIC
17,21.23,Mexico,male,EN
17,21.83,Mexico,male,EIC
19,23.39,Mexico,male,EN
17,20.05,Mexico,female,EAAD
27,19.99,Mexico,male,EAAD
27,18.67,Mexico,female,EAAD
17,18.54,Mexico,male,EAAD
19,18.90,Mexico,female,EAAD
23,18.70,Mexico,female,EAAD
20,18.52,Mexico,female,EAAD
30,19.59,Mexico,male,EAAD
19,21.84,Mexico,male,EAAD
29,18.83,Mexico,female,EAAD
22,19.72,Mexico,male,EAAD
25,18.33,Mexico,male,EAAD
28,18.24,Mexico,female,EAAD
24,18.84,Mexico,female,EAAD
24,20.79,Mexico,female,EAAD
26,18.48,Mexico,female,EAAD
30,19.85,Mexico,female,EAAD
19,18.46,Mexico,male,EAAD
22,20.18,Mexico,female,EAAD
24,20.96,Mexico,female,EHE
32,18.73,Mexico,female,EHE
23,19.82,Mexico,male,EHE
19,18.23,Mexico,male,EHE
25,18.74,Mexico,female,EHE
31,18.35,Mexico,male,EHE
20,18.49,Mexico,male,EHE
31,27.51,Mexico,female,EIC
16,27.33,Mexico,female,EIC
24,28.07,Mexico,male,EIC
26,24.57,Mexico,male,EIC
24,24.19,Mexico,male,EIC
25,26.46,Mexico,female,EIC
27,23.27,Mexico,female,EIC
27,18.77,Mexico,male,EIC
28,23.05,Mexico,male,EIC
18,18.33,Mexico,female,EIC
24,19.08,Mexico,male,EIC
20,19.77,Mexico,female,EIC
25,18.32,Mexico,female,EIC
20,19.88,Mexico,male,EIC
30,18.98,Mexico,female,EIC
23,18.85,Mexico,male,EIC
15,18.90,Mexico,male,EIC
16,19.22,Mexico,male,EIC
26,19.12,Mexico,female,EIC
25,18.90,Mexico,male,EIC
27,19.70,Mexico,male,EIC
24,19.31,Mexico,female,EIC
18,18.74,Mexico,male,EIC
21,20.16,Mexico,male,EIC
18,20.19,Mexico,male,EIC
26,18.19,Mexico,male,EIC
22,19.96,Mexico,male,EIC
27,18.82,Mexico,male,EIC
22,19.75,Mexico,male,EIC
16,19.09,Mexico,male,EIC
18,18.69,Mexico,male,EIC
24,18.36,Mexico,male,EIC
21,18.14,Mexico,male,EIC
23,18.40,Mexico,male,EIC
21,18.78,Mexico,male,EIC
21,18.78,Mexico,male,EIC
17,19.37,Mexico,male,EIC
20,19.07,Mexico,male,EIC
18,18.59,Mexico,female,EIC
17,19.12,Mexico,male,EIC
19,18.49,Mexico,male,EIC
23,18.46,Mexico,male,EIC
28,19.27,Mexico,male,EIC
24,24.13,Mexico,male,EIC
25,23.45,Mexico,female,EIC
23,22.30,Mexico,male,EIC
33,21.94,Mexico,male,EIC
19,22.16,Mexico,male,EIC
24,21.95,Mexico,female,EIC
23,21.53,Mexico,female,EIC
22,22.18,Mexico,female,EIC
26,21.46,Mexico,female,EIC
26,21.50,Mexico,female,EIC
21,20.05,Mexico,female,EIC
23,19.34,Mexico,female,EIC
30,23.07,Mexico,male,EIC
20,20.63,Mexico,female,EIC
21,21.51,Mexico,male,EIC
18,21.08,Mexico,male,EIC
25,22.62,Mexico,female,EIC
29,23.66,Mexico,female,EIC
20,21.38,Mexico,female,EIC
19,21.66,Mexico,male,EIC
28,21.59,Mexico,female,EIC
28,21.16,Mexico,male,EIC
23,20.96,Mexico,male,EIC
31,20.97,Mexico,female,EIC
30,20.76,Mexico,male,EIC
23,20.54,Mexico,male,EIC
19,19.92,Mexico,female,EIC
15,20.22,Mexico,male,EIC
25,19.72,Mexico,male,EIC
21,20.59,Mexico,male,EIC
18,21.02,Mexico,male,EIC
25,19.49,Mexico,female,EIC
27,19.23,Mexico,male,EIC
30,19.13,Mexico,male,EIC
24,20.25,Mexico,female,EIC
21,19.34,Mexico,male,EIC
22,25.53,Mexico,male,EIC
36,24.48,Mexico,male,EIC
25,19.62,Mexico,male,EIC
26,19.10,Mexico,female,EIC
21,20.05,Mexico,male,EIC
37,20.01,Mexico,female,EIC
28,20.02,Mexico,male,EIC
20,19.31,Mexico,female,EIC
18,18.93,Mexico,male,EIC
29,19.35,Mexico,female,EIC
23,19.05,Mexico,male,EIC
25,18.66,Mexico,female,EIC
33,19.30,Mexico,female,EIC
25,19.01,Mexico,female,EIC
16,18.53,Mexico,female,EIC
22,18.67,Mexico,male,EIC
27,18.72,Mexico,male,EIC
17,18.46,Mexico,female,EIC
22,19.53,Mexico,male,EIC
26,18.96,Mexico,female,EIC
23,18.34,Mexico,male,EIC
25,21.23,Mexico,male,EIC
25,18.51,Mexico,male,EIC
30,18.59,Mexico,female,EIC
23,18.34,Mexico,male,EIC
24,18.63,Mexico,male,EIC
23,20.69,Mexico,male,EIC
25,20.20,Mexico,male,EIC
26,16.27,Mexico,female,EIC
24,19.23,Mexico,male,EIC
23,18.61,Mexico,female,EIC
27,18.58,Mexico,female,EIC
21,19.16,Mexico,female,EIC
18,21.28,Mexico,male,EIC
27,19.45,Mexico,male,EIC
20,18.86,Mexico,female,EIC
20,19.96,North America,female,EIC
29,19.25,Mexico,female,EIC
25,19.57,Mexico,male,EIC
25,18.23,Mexico,male,EIC
24,18.90,Mexico,male,EIC
22,18.91,Mexico,male,EIC
26,18.40,Mexico,female,EIC
25,19.58,Mexico,male,EIC
27,18.16,Mexico,female,EIC
17,19.35,Mexico,male,EIC
29,23.09,Mexico,male,EIC
30,21.77,Mexico,male,EIC
20,21.35,Mexico,male,EIC
17,22.16,Mexico,male,EIC
17,21.53,Mexico,male,EIC
21,21.74,Mexico,female,EIC
21,21.35,Mexico,female,EIC
23,21.83,Mexico,male,EIC
32,21.02,Mexico,male,EIC
21,20.11,Mexico,male,EIC
17,19.75,Mexico,male,EIC
19,20.98,Mexico,male,EIC
17,22.92,North America,female,EIC
25,22.85,Mexico,female,EIC
22,21.93,Mexico,male,EIC
13,21.25,Mexico,male,EIC
26,22.26,Mexico,male,EIC
25,21.90,Mexico,female,EIC
20,21.39,Mexico,male,EIC
24,22.07,Mexico,male,EIC
28,23.33,Mexico,male,EIC
20,21.68,Mexico,male,EIC
19,21.37,Mexico,male,EIC
17,21.03,Mexico,female,EIC
20,20.69,Mexico,male,EIC
21,22.05,Mexico,female,EIC
25,20.94,Mexico,male,EIC
25,21.00,Mexico,male,EIC
25,20.81,Mexico,male,EIC
25,19.76,Mexico,male,EIC
10,19.37,Asia,male,EIC
26,20.53,Mexico,male,EIC
21,19.61,Mexico,male,EIC
15,20.32,Mexico,male,EIC
31,19.13,Mexico,female,EIC
28,19.17,Mexico,male,EIC
23,19.57,Mexico,male,EIC
23,19.32,Mexico,male,EIC
24,20.23,Mexico,male,EIC
22,20.30,Mexico,female,EIC
35,23.52,Mexico,male,EIC
17,23.79,Mexico,male,EIC
28,22.29,Mexico,male,EIC
20,22.11,Mexico,male,EIC
17,21.48,Mexico,male,EIC
25,21.21,Mexico,male,EIC
31,21.81,Mexico,male,EIC
20,22.28,Mexico,male,EIC
23,22.28,Mexico,male,EIC
21,21.02,Mexico,female,EIC
17,21.13,Mexico,male,EIC
23,21.85,Mexico,male,EIC
23,20.46,Mexico,male,EIC
21,23.94,Mexico,male,EIC
24,21.01,Mexico,male,EIC
16,23.70,Mexico,male,EIC
28,21.27,Mexico,male,EIC
31,20.65,Mexico,male,EIC
26,22.59,Mexico,male,EIC
25,22.63,Mexico,male,EIC
30,19.89,Mexico,female,EIC
19,22.06,Mexico,male,EIC
26,21.72,Mexico,male,EIC
23,21.23,Mexico,male,EIC
28,22.15,Mexico,male,EIC
22,21.89,Mexico,male,EIC
30,21.33,Mexico,male,EIC
23,22.18,Mexico,male,EIC
21,20.42,Mexico,male,EIC
19,21.52,Mexico,male,EIC
21,19.90,Mexico,male,EIC
28,21.42,Mexico,male,EIC
26,20.87,Mexico,male,EIC
23,20.40,Mexico,male,EIC
21,20.42,Mexico,male,EIC
22,20.36,Mexico,male,EIC
23,19.26,Mexico,male,EIC
24,19.22,Mexico,female,EIC
23,20.30,Mexico,male,EIC
22,19.58,Mexico,male,EIC
25,19.77,Mexico,male,EIC
21,19.53,Mexico,female,EIC
22,19.81,Mexico,male,EIC
25,24.84,Mexico,female,EIC
24,19.87,Mexico,male,EIC
22,21.03,Mexico,male,EIC
26,26.67,Mexico,male,EN
29,26.33,Mexico,male,EN
27,23.73,Mexico,female,EN
19,27.79,Mexico,male,EN
21,28.19,Mexico,male,EN
25,22.03,Mexico,female,EN
27,22.32,Mexico,female,EN
30,21.56,Mexico,female,EN
30,22.20,Mexico,male,EN
21,22.03,Mexico,male,EN
29,21.71,Mexico,male,EN
22,21.03,Mexico,female,EN
21,20.71,Mexico,male,EN
23,19.30,Mexico,female,EN
25,21.04,Mexico,female,EN
17,20.38,Mexico,female,EN
26,19.89,Mexico,female,EN
19,22.17,Mexico,female,EN
32,19.47,Mexico,female,EN
25,22.67,Mexico,female,EN
21,22.15,Mexico,female,EN
17,23.00,Mexico,female,EN
22,21.83,Mexico,male,EN
26,21.62,Mexico,male,EN
23,22.60,Mexico,female,EN
28,22.33,Mexico,male,EN
26,21.79,Mexico,female,EN
26,19.75,Mexico,female,EN
13,20.86,South America,male,EN
24,20.32,Mexico,male,EN
25,20.29,Mexico,female,EN
18,21.23,Mexico,female,EN
26,21.69,Mexico,male,EN
20,21.12,Mexico,male,EN
24,20.64,Mexico,female,EN
17,20.29,Mexico,female,EN
21,20.33,Mexico,male,EN
26,19.23,Mexico,female,EN
24,20.02,Mexico,female,EN
27,19.38,Mexico,female,EN
27,19.28,Mexico,male,EN
19,19.20,Mexico,female,EN
23,19.23,Mexico,female,EN
21,20.03,Mexico,male,EN
21,19.92,North America,female,EN
15,19.73,North America,female,EN
21,19.82,Mexico,female,EN
23,19.69,Mexico,female,EN
23,19.64,Mexico,male,EN
19,20.10,Mexico,female,EN
19,24.78,Mexico,female,EN
25,20.63,Mexico,male,EN
25,19.63,Mexico,male,EN
24,20.89,Mexico,female,EN
18,21.92,Mexico,female,EN
26,19.46,Mexico,female,EN
24,20.48,Mexico,male,EN
23,20.13,Mexico,male,EN
30,26.18,Mexico,male,EN
24,22.95,Mexico,male,EN
23,22.66,Mexico,male,EN
28,22.26,Mexico,male,EN
31,20.93,Mexico,female,EN
22,22.54,Mexico,male,EN
22,21.11,Mexico,female,EN
16,19.21,Mexico,female,EN
21,24.09,Mexico,male,EN
25,20.56,Mexico,female,EN
21,22.03,Mexico,male,EN
19,20.68,Mexico,male,EN
21,21.32,Mexico,female,EN
23,21.08,Mexico,male,EN
32,22.20,Mexico,male,EN
18,20.45,Mexico,male,EN
19,22.06,Mexico,female,EN
28,23.95,Mexico,male,EN
27,19.49,Mexico,male,EN
18,21.34,Mexico,male,EN
16,19.51,Mexico,male,EN
17,19.35,Mexico,male,EN
27,19.57,Mexico,male,EN
22,23.63,Mexico,male,EN
24,20.45,Mexico,male,EN
22,19.89,Mexico,male,EN
24,19.63,Mexico,male,EN
27,20.78,Mexico,male,EN
26,20.41,Mexico,female,EN
26,24.73,Mexico,male,EN
33,22.18,Mexico,female,EN
21,22.02,Mexico,male,EN
27,21.64,Mexico,female,EN
22,20.22,Mexico,female,EN
20,21.58,Mexico,female,EN
19,22.25,Mexico,male,EN
18,21.16,Mexico,male,EN
20,22.75,Mexico,male,EN
18,21.42,Mexico,female,EN
22,22.32,Mexico,male,EN
13,22.73,Asia,male,EN
22,21.14,Mexico,female,EN
21,20.42,Mexico,female,EN
14,22.07,Mexico,male,EN
32,21.96,Mexico,male,EN
25,22.45,Mexico,male,EN
18,18.65,Mexico,female,EN
28,18.32,Mexico,male,EN
23,18.22,Mexico,female,EN
26,18.78,Mexico,male,EN
20,18.65,Mexico,female,EN
29,18.98,Mexico,male,EN
27,20.03,Mexico,male,EN
25,19.08,Mexico,male,EN
20,19.40,Mexico,male,EN
25,19.93,Mexico,male,EN
18,18.46,Mexico,male,EN
22,18.31,Mexico,male,EN
23,18.63,Mexico,male,EN
19,19.19,Mexico,male,EN
19,19.88,Mexico,male,EN
17,18.89,Mexico,male,EN
25,18.35,Mexico,male,EN
19,18.94,Mexico,female,EN
30,20.15,Mexico,male,EN
19,18.13,Mexico,female,EN
28,18.24,Mexico,male,EN
21,19.77,Mexico,male,EN
27,19.38,Mexico,male,EN
27,19.81,Mexico,female,EN
20,18.23,Mexico,female,EN
25,19.32,Mexico,male,EN
28,18.55,Mexico,female,EN
23,19.05,Mexico,female,EN
17,18.74,Mexico,female,EN
23,20.18,Mexico,male,EN
27,20.66,Mexico,male,EN
22,20.18,Mexico,male,EN
19,19.07,Mexico,female,EN
27,18.74,Mexico,male,EN
23,19.29,Mexico,female,EN
21,18.89,Mexico,female,EN
31,18.20,Mexico,male,EN
20,18.78,Mexico,male,EN
25,19.01,Mexico,male,EN
24,18.71,Mexico,female,EN
22,17.36,Mexico,female,EN
20,19.34,Mexico,male,EN
19,18.18,Mexico,male,EN
26,21.71,Mexico,male,EN
25,18.21,Mexico,female,EN
20,22.92,Mexico,female,EN
21,24.93,Mexico,male,EIC
19,23.26,Mexico,male,EN
26,21.56,Mexico,female,EN
25,22.02,Mexico,female,EIC
24,18.47,Mexico,female,EN
26,21.75,Mexico,female,EN
26,18.31,Mexico,female,EN
24,21.12,Mexico,male,EAAD
24,21.77,Mexico,female,EAAD
19,21.13,Mexico,female,EAAD
24,21.92,Mexico,female,EHE
18,23.31,Mexico,male,EIC
16,21.26,Mexico,male,EAAD
27,22.52,Mexico,female,EAAD
27,22.82,Mexico,male,EIC
19,21.30,Mexico,male,EN
27,20.71,Mexico,female,EN
22,21.35,Mexico,male,ECSG
27,20.40,Mexico,male,EN
25,22.95,Mexico,female,EN
24,22.39,Mexico,female,EN
21,19.00,Mexico,female,EAAD
27,19.00,Mexico,female,EAAD
16,19.02,Mexico,female,EAAD
22,18.96,Mexico,female,EAAD
25,18.88,Mexico,female,EAAD
16,18.29,Mexico,female,EAAD
21,19.28,Mexico,female,EAAD
28,18.38,Mexico,female,EAAD
20,18.35,Mexico,female,EAAD
21,18.28,Mexico,female,EAAD
25,19.84,Mexico,male,EAAD
20,19.15,Mexico,female,EAAD
15,18.87,North America,female,EAAD
26,18.80,Mexico,female,EAAD
17,18.17,Mexico,male,EAAD
25,18.43,Mexico,female,EAAD
22,18.87,Mexico,female,EAAD
24,19.50,Mexico,male,EAAD
20,21.66,Mexico,female,EAAD
24,18.86,Mexico,female,EAAD
30,19.00,Mexico,female,EAAD
18,18.95,Mexico,female,ECSG
20,18.19,Mexico,female,ECSG
15,18.14,Mexico,male,ECSG
27,18.86,Mexico,female,ECSG
18,18.95,Mexico,male,ECSG
27,19.29,Mexico,female,ECSG
30,18.58,Mexico,male,ECSG
25,18.48,Mexico,female,ECSG
16,18.91,North America,female,ECSG
18,19.80,Mexico,male,ECSG
20,18.39,Mexico,female,ECSG
18,18.78,Mexico,male,ECSG
26,18.92,Mexico,male,ECSG
18,19.96,North America,female,ECSG
21,18.81,Mexico,female,ECSG
26,19.87,Mexico,male,ECSG
23,18.28,Mexico,male,ECSG
25,18.13,Mexico,male,ECSG
24,18.62,Mexico,female,ECSG
29,20.13,Mexico,male,ECSG
22,19.96,Mexico,female,EHE
26,19.39,Mexico,male,EHE
27,19.09,Mexico,male,EHE
18,18.59,Mexico,male,EHE
20,18.45,Mexico,female,EHE
27,18.20,Mexico,male,EHE
19,19.10,Mexico,female,EHE
20,20.98,Mexico,female,EHE
26,18.28,Mexico,male,EHE
25,18.70,Mexico,male,EHE
28,18.87,Mexico,female,EHE
21,18.10,Mexico,male,EHE
15,18.22,Mexico,male,EHE
26,18.21,Mexico,female,EHE
24,20.98,Mexico,male,EHE
28,25.88,Mexico,male,EIC
24,25.03,Mexico,female,EIC
22,23.92,Mexico,male,EIC
29,25.43,Mexico,male,EIC
20,26.29,Mexico,male,EIC
24,25.40,Mexico,male,EIC
19,23.83,Mexico,female,EIC
26,23.76,Mexico,female,EIC
13,18.61,Mexico,female,EIC
24,18.85,Mexico,female,EIC
19,18.19,Mexico,female,EIC
20,18.21,Mexico,male,EIC
17,19.04,Mexico,female,EIC
24,18.70,Mexico,male,EIC
20,18.58,Mexico,male,EIC
25,18.49,Mexico,female,EIC
20,18.16,Mexico,male,EIC
21,18.88,Mexico,female,EIC
20,18.54,Mexico,female,EIC
29,18.41,Mexico,female,EIC
26,18.91,Mexico,female,EIC
27,18.54,Mexico,male,EIC
26,19.42,Mexico,male,EIC
26,18.80,Mexico,female,EIC
26,19.99,Mexico,female,EIC
26,19.03,Mexico,male,EIC
30,18.86,Mexico,female,EIC
17,19.39,Mexico,male,EIC
22,18.20,Mexico,female,EIC
20,18.34,Mexico,male,EIC
18,18.36,Mexico,male,EIC
27,18.86,Mexico,male,EIC
20,18.48,Mexico,male,EIC
16,18.47,Mexico,male,EIC
28,18.22,Mexico,male,EIC
18,25.72,Mexico,female,EIC
23,19.21,Mexico,female,EIC
25,18.61,Mexico,male,EIC
22,19.01,Mexico,female,EIC
26,19.14,Mexico,female,EIC
21,18.35,Mexico,male,EIC
19,18.72,Mexico,male,EIC
20,18.47,Mexico,male,EIC
21,18.87,Mexico,male,EIC
24,20.31,Mexico,male,EIC
28,19.08,Mexico,male,EIC
22,17.36,Mexico,female,EIC
26,23.30,Mexico,male,EIC
18,23.76,Mexico,male,EIC
27,22.33,Mexico,female,EIC
20,21.99,Mexico,male,EIC
21,21.59,Mexico,female,EIC
28,21.49,Mexico,female,EIC
26,21.07,Mexico,male,EIC
27,20.26,Mexico,male,EIC
26,21.74,Mexico,female,EIC
23,20.89,Mexico,male,EIC
27,20.52,Mexico,male,EIC
24,19.40,Mexico,male,EIC
17,20.17,Mexico,male,EIC
21,19.37,Mexico,male,EIC
23,19.78,Mexico,female,EIC
22,22.74,Mexico,female,EIC
21,19.35,Mexico,male,EIC
19,23.04,Mexico,female,EIC
27,21.68,Mexico,female,EIC
18,21.21,Mexico,male,EIC
25,21.98,Mexico,male,EIC
25,21.25,Mexico,male,EIC
20,21.41,Mexico,female,EIC
26,22.25,Mexico,male,EIC
16,22.02,Mexico,female,EIC
27,21.58,Mexico,female,EIC
24,22.26,Mexico,male,EIC
31,20.99,Mexico,female,EIC
24,20.95,Mexico,female,EIC
28,20.28,South America,female,EIC
24,22.51,Mexico,male,EIC
30,21.06,Mexico,male,EIC
18,21.05,Mexico,male,EIC
19,19.38,South America,female,EIC
22,19.55,Mexico,male,EIC
21,19.70,Mexico,male,EIC
29,19.75,Mexico,female,EIC
29,19.64,Mexico,female,EIC
21,19.81,Mexico,male,EIC
17,19.49,Mexico,male,EIC
20,20.13,Mexico,female,EIC
28,19.90,Mexico,male,EIC
26,21.20,Mexico,female,EIC
23,21.62,Mexico,male,EIC
23,20.10,North America,female,EIC
21,19.49,Mexico,female,EIC
27,19.45,Mexico,male,EIC
21,19.09,Mexico,male,EIC
28,18.85,Mexico,male,EIC
23,18.55,Mexico,male,EIC
25,18.53,Mexico,male,EIC
18,18.87,Mexico,female,EIC
24,18.88,Mexico,female,EIC
25,18.22,Mexico,female,EIC
19,19.65,Mexico,male,EIC
23,18.89,Mexico,female,EIC
21,18.18,Mexico,male,EIC
22,18.96,Mexico,female,EIC
24,18.87,Mexico,male,EIC
24,18.34,Mexico,male,EIC
19,18.29,Mexico,male,EIC
19,18.27,Mexico,male,EIC
24,18.89,Mexico,male,EIC
22,18.24,Mexico,male,EIC
23,18.62,Mexico,male,EIC
17,18.82,Mexico,male,EIC
21,18.51,Mexico,female,EIC
27,18.98,Mexico,female,EIC
30,18.91,Mexico,male,EIC
27,19.04,Mexico,male,EIC
16,18.88,Mexico,male,EIC
24,19.05,Mexico,female,EIC
25,18.61,Mexico,male,EIC
22,18.69,Mexico,male,EIC
28,18.53,Mexico,male,EIC
21,19.19,Mexico,male,EIC
27,18.44,Mexico,male,EIC
21,18.92,Mexico,male,EIC
32,18.72,Mexico,male,EIC
24,18.67,Mexico,male,EIC
20,18.92,Mexico,male,EIC
26,18.51,Mexico,male,EIC
19,18.55,Mexico,male,EIC
23,18.73,Mexico,female,EIC
18,21.12,Mexico,female,EIC
25,18.83,Mexico,male,EIC
20,18.25,Mexico,female,EIC
25,18.54,Mexico,male,EIC
32,18.28,Mexico,female,EIC
14,18.38,Mexico,female,EIC
19,20.45,Mexico,male,EIC
21,21.90,Mexico,male,EIC
24,19.13,Mexico,female,EIC
18,24.45,Mexico,female,EIC
20,18.60,Mexico,male,EIC
25,19.84,Mexico,male,EIC
21,23.59,Mexico,male,EIC
20,24.46,Mexico,female,EN
27,26.84,Mexico,male,EN
21,25.85,Mexico,male,EN
20,23.39,Mexico,male,EN
26,23.98,Mexico,female,EN
24,23.65,Mexico,male,EN
25,23.90,Mexico,male,EN
19,23.76,Mexico,male,EN
18,23.21,Mexico,male,EN
21,21.56,Mexico,male,EN
25,21.51,Mexico,male,EN
23,21.41,Mexico,male,EN
29,21.63,Mexico,male,EN
17,20.66,Mexico,male,EN
23,20.29,Mexico,female,EN
23,21.30,Mexico,female,EN
30,20.86,Mexico,male,EN
19,20.83,Mexico,female,EN
22,20.81,Mexico,female,EN
25,21.06,Mexico,female,EN
19,20.20,Mexico,female,EN
21,25.07,Mexico,male,EN
25,20.28,Mexico,male,EN
19,20.68,Mexico,male,EN
20,20.79,Mexico,female,EN
17,20.43,Mexico,female,EN
28,19.55,Mexico,female,EN
30,22.70,Mexico,female,EN
21,20.10,Mexico,male,EN
28,19.31,Mexico,male,EN
26,20.13,Mexico,female,EN
25,19.63,Mexico,female,EN
17,19.61,Mexico,female,EN
22,19.32,Mexico,female,EN
18,20.05,Mexico,female,EN
18,22.73,Mexico,male,EN
21,19.88,Mexico,male,EN
24,22.09,Mexico,male,EN
25,21.50,Mexico,female,EN
26,21.22,Mexico,male,EN
22,21.55,Mexico,female,EN
24,21.15,Mexico,male,EN
23,22.26,Mexico,male,EN
20,21.17,Mexico,male,EN
23,21.51,Mexico,male,EN
26,20.96,Mexico,female,EN
30,20.16,Mexico,female,EN
27,20.23,Mexico,female,EN
23,21.41,Mexico,female,EN
19,20.91,Mexico,female,EN
26,20.15,Mexico,female,EN
28,20.56,Mexico,female,EN
21,20.27,Mexico,male,EN
21,21.39,Mexico,female,EN
22,20.72,Mexico,male,EN
24,21.53,Mexico,female,EN
22,19.17,Mexico,male,EN
21,19.99,Mexico,female,EN
25,19.37,Mexico,male,EN
24,19.98,Mexico,female,EN
22,20.04,Mexico,male,EN
19,19.59,Mexico,female,EN
16,19.34,Mexico,male,EN
28,20.13,Mexico,male,EN
20,21.37,Mexico,female,EN
24,20.94,Mexico,female,EN
23,23.35,North America,male,EN
24,24.66,Mexico,male,EN
19,22.90,Mexico,male,EN
26,23.00,Mexico,female,EN
18,24.03,Mexico,male,EN
20,21.42,Mexico,female,EN
31,21.79,Mexico,female,EN
21,21.93,Mexico,female,EN
20,21.59,Mexico,female,EN
17,21.69,Mexico,female,EN
25,21.21,Mexico,female,EN
19,21.61,Mexico,female,EN
14,21.89,Mexico,male,EN
28,21.59,Mexico,female,EN
19,21.46,Mexico,female,EN
16,20.28,Mexico,female,EN
17,20.84,Mexico,female,EN
28,21.41,Mexico,female,EN
26,20.95,Mexico,female,EN
16,20.67,Mexico,male,EN
28,20.97,Mexico,female,EN
25,20.45,Mexico,male,EN
31,20.01,Mexico,female,EN
19,20.01,Mexico,male,EN
26,19.34,Mexico,male,EN
30,19.51,Mexico,female,EN
17,19.97,Mexico,female,EN
22,19.38,Mexico,male,EN
21,19.77,Mexico,female,EN
25,20.29,Mexico,male,EN
25,23.50,Mexico,female,EN
30,19.56,Mexico,female,EN
23,19.50,Mexico,male,EN
17,19.84,Mexico,female,EN
18,22.49,Mexico,male,EN
21,21.25,Mexico,male,EN
28,22.54,Mexico,male,EN
20,21.71,Mexico,male,EN
30,21.88,Mexico,female,EN
25,21.40,Mexico,male,EN
18,21.98,Mexico,female,EN
23,21.70,Mexico,female,EN
23,21.92,Mexico,female,EN
17,22.02,Mexico,female,EN
26,20.28,Mexico,female,EN
25,20.55,Mexico,female,EN
28,20.25,Mexico,male,EN
23,20.13,Mexico,male,EN
25,20.92,Mexico,male,EN
29,21.56,Mexico,male,EN
26,22.29,Mexico,male,EN
25,20.79,South America,male,EN
23,21.52,Mexico,female,EN
25,19.84,Mexico,male,EN
24,19.97,Mexico,female,EN
21,21.77,Mexico,male,EN
20,20.03,Mexico,male,EN
28,19.54,Mexico,male,EN
22,19.91,Mexico,female,EN
22,21.03,Mexico,female,EN
27,20.37,Mexico,female,EN
25,19.50,Mexico,female,EN
